Account number,Transaction date,Description,Value,Type
10355134,12/7/2012,Amazon *Mktplce EU,-25.94,
10355134,12/7/2012,Amazon Web Service,-4.12,
10355134,11/7/2012,HFX HOME HHH46931111,-44.19,
10355134,11/7/2012,CO-OP GROUP 310447,-22.24,
10355134,11/7/2012,Amazon Digital Dwn,-18.47,
10355134,10/7/2012,90332,-1456,
10355134,10/7/2012,LINK 13:24JUL10,-50,
10355134,10/7/2012,THE GARDEN CENTRE,-819,
10355134,10/7/2012,TESCO UPT 3873,-45.87,
10355134,10/7/2012,THE GARDEN CENTRE,-19.8,
10355134,10/7/2012,APPLE ITUNES STORE,-5.19,
10355134,9/7/2012,TFR 92881028631111,800,
10355134,9/7/2012,ACTION AID 0852467 2,-13.02,
10355134,9/7/2012,90330,-123.5,
10355134,9/7/2012,CO-OP GROUP 000000,-36.85,
10355134,9/7/2012,THE HARRISON,-14.1,
10355134,9/7/2012,NEW SOUTHERN RAILW,-13.4,
10355134,6/7/2012,90331,-19.5,
10355134,6/7/2012,CO-OP GROUP 000000,-42.99,
10355134,6/7/2012,ECLIPSE HAIR AND B,-36,
10355134,6/7/2012,THE OLIVE BRANCH,-34.3,
10355134,5/7/2012,FIRST DIRECT MORTGAGE,-684.19,
10355134,5/7/2012,STANDARD LIFE A CO K1377871111,-120,
10355134,5/7/2012,LINK 11:20JUL05,-50,
10355134,5/7/2012,Amazon EU,-11.69,
10355134,4/7/2012,SKY DIGITAL 00620021111,-33.75,
10355134,4/7/2012,HFC BANK LTD HFC BANK 47,-33.94,
10355134,4/7/2012,PAYPAL PAYMENT 4SZJ2223CUT,-22.95,
10355134,4/7/2012,VODAFONE LIMITED 25611111M03,-36.84,
10355134,4/7/2012,SHEILAS' WHEELS CA,-204.35,
10355134,4/7/2012,PAYPAL *A PONSFORD,-14.95,
10355134,4/7/2012,Amazon Digital Dwn,-7.49,
10355134,3/7/2012,SAINSBURYS TO YOU,-158.76,
10355134,3/7/2012,HOMEBASE LTD 471,-44.52,
10355134,3/7/2012,NEW FRIEND,-34.8,
10355134,3/7/2012,SLICEHOST,-26.45,
10355134,3/7/2012,CO-OP GROUP 310445,-25.14,
10355134,2/7/2012,JE512200A DWP CA 00010001111,233.8,
10355134,2/7/2012,SUBSCRIPTION,-13,
10355134,2/7/2012,SOUTHERN WATER 00040391111,-21.9,
10355134,2/7/2012,TV LICENCE MBP 1516961111,-12.12,
10355134,2/7/2012,HDC GENERAL ACCT 11481111,-212,
10355134,2/7/2012,CHILDRENS MUTUAL SMI00001111,-50,
10355134,2/7/2012,CO-OP GROUP 000000,-41.21,
10355134,2/7/2012,PAYPAL *THEMISMEDI,-13.27,
10355134,2/7/2012,VODAFONE LTD,-10,
10355134,2/7/2012,PP*1571CODE,-1,
10355134,29/06/2012,SALARY,3300,
10355134,29/06/2012,WWW.DOMINOS.CO.UK,-15.48,
10355134,26/06/2012,PM734102C DWP DLA 00010001111,423.6,
10355134,26/06/2012,682807591111-CHB,81.2,
10355134,26/06/2012,90327,-16.6,
10355134,26/06/2012,90326,-40,
10355134,25/06/2012,FRIENDS LIFE DD 016751111/2,-72.13,
10355134,25/06/2012,NCCL LIBERTY 029672,-5,
10355134,25/06/2012,BOOTS REWARDSCHEME CR027351111,-30,
10355134,25/06/2012,90329,-461,
10355134,22/06/2012,90324,-16,
10355134,20/06/2012,COOPDIV10315231111 63317491111,20,
10355134,20/06/2012,90328,-30,
10355134,19/06/2012,EAT,-14.99,
10355134,19/06/2012,KFC HORSHAM,-11.66,
10355134,19/06/2012,PAYPAL *JUSTGIVING,-10,
10355134,19/06/2012,Amazon EU,-9.87,
10355134,19/06/2012,BACKBLAZE BACKUP,-6.64,
10355134,19/06/2012,AIRBRAKE,-3.32,
10355134,18/06/2012,INTEREST TAX PAID,0.17,
10355134,18/06/2012,OPEN RIGHTS GROUP NELSTON203,-5,
10355134,18/06/2012,BT GROUP PLC GB09331111-,-52.88,
10355134,18/06/2012,MARKS & SPENCER,-52.5,
10355134,18/06/2012,MOTHERCARE UK 010,-40.78,
10355134,18/06/2012,SHOE ZONE,-36,
10355134,18/06/2012,NANDOS CRAWLEY,-30.2,
10355134,18/06/2012,NEW SOUTHERN RAILW,-18.6,
10355134,18/06/2012,SUPERDRUG STORES P,-16.62,
10355134,18/06/2012,Deichmann Shoes,-11.98,
10355134,15/06/2012,LINK 18:06JUN14,-30,
10355134,15/06/2012,HORSHAM DISTRICT C,-372,
10355134,15/06/2012,CO-OP GROUP 000000,-38.2,
10355134,14/06/2012,PAYPAL PAYMENT 4SZJ2223CUT,-9,
10355134,14/06/2012,LINK 09:51JUN14,-30,
10355134,14/06/2012,SPAR HORSHAM,-33.31,
10355134,14/06/2012,Amazon EU,-6.8,
10355134,13/06/2012,PAYPAL PAYMENT 4SZJ2223CUT,-19.95,
10355134,13/06/2012,CROSSWAYS VETERINA,-61.21,
10355134,13/06/2012,"BOOTS,HORSHAM",-8.21,
10355134,13/06/2012,NEXT HORSHAM 0474,-6.5,
10355134,12/6/2012,FIRST UTILITY 426104-013,-111,
10355134,12/6/2012,PAYPAL PAYMENT 4SZJ2223CUT,-2.55,
10355134,12/6/2012,SAINSBURYS TO YOU,-120.12,
10355134,12/6/2012,PIZZA EXPRESS,-38.4,
10355134,12/6/2012,HOMEBASE LTD 471,-27.97,
10355134,12/6/2012,NEWBRIDGE N'SERIES,-25.97,
10355134,12/6/2012,PETS AT HOME,-24,
10355134,11/6/2012,HFX HOME HHH46931111,-44.19,
10355134,11/6/2012,TESCO UPT 3873,-47.51,
10355134,11/6/2012,PAYPAL *SQUAD-KSP,-10.02,
10355134,11/6/2012,PAYPAL *PAULALBORO,-6.5,
10355134,8/6/2012,TFR 93001608541111,20,
10355134,8/6/2012,ACTION AID 0852467 2,-13.02,
10355134,8/6/2012,90325,-65,
10355134,8/6/2012,TRAVELEX UK LTD,-208.16,
10355134,8/6/2012,CO-OP GROUP 310447,-35.37,
10355134,8/6/2012,Amazon *Mktplce EU,-14.94,
10355134,7/6/2012,STANDARD LIFE A CO K1377871111,-120,
10355134,7/6/2012,VODAFONE LIMITED 25611111M81,-27.79,
10355134,7/6/2012,HENFIELD HIRE LTD,-235,
10355134,7/6/2012,TESCO EXPRESS 2688,-55.06,
10355134,7/6/2012,NEW LOOK 2020,-41.97,
10355134,7/6/2012,GROVES TEA ROOMS,-30.31,
10355134,7/6/2012,LITTLE CHEF COLSTE,-24.22,
10355134,7/6/2012,JURYS INN,-17.8,
10355134,7/6/2012,JURYS INN,-14.1,
10355134,7/6/2012,H & M,-11.97,
10355134,7/6/2012,NCP LIMITED,-8,
10355134,7/6/2012,PAYPAL *HUMBLEBUND,-5.36,
10355134,7/6/2012,Amazon Web Service,-4.14,
10355134,7/6/2012,APPLE ITUNES STORE,-2.68,
10355134,6/6/2012,FIRST DIRECT MORTGAGE,-684.19,
10355134,6/6/2012,SKY DIGITAL 00620021111,-33.75,
10355134,6/6/2012,HFC BANK LTD HFC BANK 47,-33.94,
10355134,6/6/2012,CHILDRENS MUTUAL SMI00001111,-50,
10355134,6/6/2012,LINK 15:42JUN03,-50,
10355134,6/6/2012,DIVERGENT MEDIA IN,-33.23,
10355134,6/6/2012,Amazon *Mktplce EU,-23.98,
10355134,6/6/2012,PAYPAL *NEWERSTARI,-10.7,
10355134,1/6/2012,JE512200A DWP CA 00010001111,233.8,
10355134,1/6/2012,SUBSCRIPTION,-13,
10355134,1/6/2012,SOUTHERN WATER 00040391111,-21.9,
10355134,1/6/2012,TV LICENCE MBP 1516961111,-12.12,
10355134,1/6/2012,HDC GENERAL ACCT 11481111,-212,
10355134,1/6/2012,Amazon EU,-543.98,
10355134,1/6/2012,Amazon EU,-15.17,
