Account number,Transaction date,Description,Value,Type
21401643,12/11/2012,BYRON HAMBURGERS WARDOUR STREE,-60,
21401643,12/11/2012,JOY LONDON,-11.89,
21401643,12/11/2012,THE HAIR SHOP LONDON SE1,-47.2,
21401643,09/11/2012,EDF ENERGY,-40,
21401643,09/11/2012,OVALHOUSE SOHO GYM,475,
21401643,08/11/2012,THE COACH MAKERS LONDON  W1U,-14,
21401643,07/11/2012,SOHO GYMS CLAPHAM LONDON,-37.1,
21401643,07/11/2012,CLAPHAM CENTRAL FLAT 4 S/C,-343.72,
21401643,07/11/2012,PATTEN U M M*PRC REGULAR SAVER,-250,
21401643,06/11/2012,SACAT MARKS & SPEN LONDON,-16.33,
21401643,06/11/2012,HARE & TORTOISE LONDON  WC1N,-15,
21401643,05/11/2012,CASH RB SCOT NOV05 TESCO RUSSL @21:48,-50,
21401643,05/11/2012,THE PEPPER TREE CLAPHAM COMM,-10.15,
21401643,05/11/2012,OLIVER'S YARD CAFE LONDON  EC1Y,-28.74,
21401643,05/11/2012,PRET A MANGER 129A WILTON R,-3.5,
21401643,05/11/2012,SACAT MARKS & SPEN LONDON,-9.64,
21401643,05/11/2012,EMPIRE CINEMAS LEICESTER SQU,-38.85,
21401643,05/11/2012,L/B OF LAMBETH,-92,
21401643,04/11/2012,MASTERCARD  543460 543460******2164,-1027.11,
21401643,02/11/2012,SACAT MARKS & SPEN LONDON,-13.6,
21401643,02/11/2012,SAINSBURYS S/MKTS WATERLOO ROAD,-7.99,
21401643,02/11/2012,TAPSTER LONDON,-17.95,
21401643,02/11/2012,TAPSTER LONDON,-17.95,
21401643,01/11/2012,PATTEN U    *OBS SAVINGS,-100,
21401643,01/11/2012,MTG 40028822201111,-609.73,
21401643,31/10/2012,SACAT MARKS & SPEN LONDON,-15,
21401643,31/10/2012,THEFRESHCOLLECTION LONDON,-6.99,
21401643,31/10/2012,COF MTHLY PAYROLL,2611.18,
21401643,30/10/2012,SAINSBURYS S/MKTS WATERLOO ROAD,-3,
21401643,30/10/2012,CASH HSBC    OCT30 MOORGATE I2 @14:28,-50,
21401643,29/10/2012,SACAT MARKS & SPEN LONDON,-2.9,
21401643,29/10/2012,LEON RESTAURANT REGENT ST,-5.6,
21401643,29/10/2012,DEBENHAMS OXFORD STREET,-13,
21401643,29/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-45.13,
21401643,29/10/2012,SOHO GYMS LONDON,-20,
21401643,29/10/2012,JOHN LEWIS OXFORD STREET,-83,
21401643,29/10/2012,SAINSBURY'S CLAPHAM,-8.3,
21401643,29/10/2012,SAINSBURYS S/MKTS LONDON CITY R,-13.8,
21401643,29/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-18.83,
21401643,26/10/2012,SAINSBURYS S/MKTS LONDON CITY R,-23.78,
21401643,26/10/2012,CASH HSBC    OCT26 MOORGATE I2 @11:16,-30,
21401643,25/10/2012,SACAT MARKS & SPEN LONDON,-11.44,
21401643,24/10/2012,CASH SAINSBY OCT24 CLAPHAM     @19:10,-50,
21401643,24/10/2012,SACAT MARKS & SPEN LONDON,-6.1,
21401643,24/10/2012,VODAFONE LIMITED,-32.89,
21401643,23/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-14.89,
21401643,23/10/2012,BOOTS 951 LONDON,-6.08,
21401643,22/10/2012,TGI FRIDAY'S LONDON  NW7,-13.46,
21401643,22/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-13.55,
21401643,22/10/2012,FREEDOM LONDON,-15,
21401643,22/10/2012,FREEDOM LONDON,-21.65,
21401643,22/10/2012,BALANS SOHO LONDON,-21,
21401643,22/10/2012,BOOTS 1666 CLAPHAM,-8.58,
21401643,22/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-32.71,
21401643,22/10/2012,FOUNDATION LONDON,-38.4,
21401643,22/10/2012,SACAT MARKS & SPEN LONDON,-14.09,
21401643,20/10/2012,CASH NATWEST OCT20 LONG ACRE 2 @22:38,-50,
21401643,19/10/2012,MARKS & SPENCER FINSBURY,-37.52,
21401643,18/10/2012,SACAT MARKS & SPEN LONDON,-13.39,
21401643,18/10/2012,LOLA ROJO LONDON,-38,
21401643,18/10/2012,MAPLIN LIVERPL ST LONDON  EC2M,-59.97,
21401643,18/10/2012,CASH NATWEST OCT18 MOORGATE 2  @07:46,-50,
21401643,17/10/2012,BOOTS 951 LONDON,-9.08,
21401643,16/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-17.74,
21401643,16/10/2012,SACAT MARKS & SPEN LONDON,-27.83,
21401643,15/10/2012,LANGHAM HOTEL LONDON,-18.37,
21401643,15/10/2012,WAHACA LONDON,-29.5,
21401643,15/10/2012,LUL TICKET MACHINE CLAPHAM COMMO,-10,
21401643,15/10/2012,JOHN LEWIS OXFORD STREET,-18,
21401643,15/10/2012,THE LOFT LONDON SW4,-13.2,
21401643,15/10/2012,TESCO STORE 2568 GOODGE STREET,-2.63,
21401643,15/10/2012,DEBENHAMS OXFORD STREET,-12,
21401643,15/10/2012,CONTENT BEAUTY&WEL LONDON W1U,-56.23,
21401643,15/10/2012,KONDITOR AND COOK LONDON  SE1,-5.75,
21401643,12/10/2012,MARKS & SPENCER SS WATERLOO STN,-14.29,
21401643,12/10/2012,Sainsburys S/mkts Vauxhall Stat,-25.15,
21401643,12/10/2012,OVALHOUSE SOHO GYM,774,
21401643,11/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-24.08,
21401643,10/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-32.93,
21401643,10/10/2012,SACAT MARKS & SPEN LONDON,-50,
21401643,09/10/2012,EDF ENERGY,-40,
21401643,08/10/2012,CASH 0085881111 HYPO NOE Landesban Wien EUR 100.00 @ 1.2091,-82.7,
21401643,08/10/2012,CASH 0083001111 UNICREDIT BANK AUS WIEN EUR 100.00 @ 1.2091,-82.7,
21401643,08/10/2012,CASH 0078931111 HYPO NOE Landesban Wien EUR 100.00 @ 1.2091,-82.7,
21401643,08/10/2012,PRET A MANGER GATWICK SOUTH,-4.35,
21401643,08/10/2012,FRANKIE AND BENNYS GATWICK 1899,-4.1,
21401643,08/10/2012,WDFE GATWICK,-11.55,
21401643,08/10/2012,BOOTS 1137 GATWICK AIRPO,-6.16,
21401643,08/10/2012,PATTEN U M M*PRC REGULAR SAVER,-250,
21401643,05/10/2012,L/B OF LAMBETH,-92,
21401643,04/10/2012,MARKS & SPENCER FINSBURY,-14.05,
21401643,04/10/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-16.86,
21401643,03/10/2012,BT GROUP PLC,-118.38,
21401643,02/10/2012,SWEATSHOP 08443321111,-164.1,
21401643,02/10/2012,CASH NATWIDE OCT02 PARLIAMENT S@10:10,-30,
21401643,01/10/2012,BLUEBERRY LONDON  EC2A,-12,
21401643,01/10/2012,HOUSE OF FRASER OXFORD STREET,-35,
21401643,01/10/2012,HOLLAND & BARRETT COVENT GARDEN,-14.99,
21401643,01/10/2012,MUJI LONDON  WC2E,-9.95,
21401643,01/10/2012,SAINSBURY'S CLAPHAM,-40.54,
21401643,01/10/2012,PATTEN U    *OBS SAVINGS,-100,
21401643,01/10/2012,MTG 40028822201111,-609.73,
21401643,30/09/2012,R Ward,22,
21401643,28/09/2012,THE PEPPER TREE CLAPHAM COMM,-35,
21401643,28/09/2012,THE PRINCESS ALICE LONDON E1,-7.7,
21401643,28/09/2012,CASH NATWIDE SEP28 YORK ROAD   @09:49,-50,
21401643,28/09/2012,MASTERCARD  543460 543460******2164,-1248.54,
21401643,28/09/2012,COF MTHLY PAYROLL,2611.38,
21401643,25/09/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-11.8,
21401643,24/09/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-18.28,
21401643,24/09/2012,LANGHAM HOTEL LONDON,-33.75,
21401643,24/09/2012,BODEANS CLAPHAM LONDON  SW4,-14,
21401643,24/09/2012,THE RAPSCALLION LONDON,-21,
21401643,24/09/2012,ESCA LONDON  SW4,-6.6,
21401643,21/09/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-12.38,
21401643,21/09/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-14.26,
21401643,21/09/2012,BOOTS 1666 CLAPHAM,-15.31,
21401643,21/09/2012,ESCA LONDON  SW4,-5.95,
21401643,21/09/2012,CASH LLOYTSB SEP21 CLAPHAM     @17:16,-50,
21401643,21/09/2012,100348,-35,
21401643,21/09/2012,VODAFONE LIMITED,-32.34,
21401643,20/09/2012,STRADA BATTERSEA LONDON  SW11,-23.65,
21401643,17/09/2012,JAPAN CENTRE RESTA LONDON,-23.95,
21401643,17/09/2012,SAINSBURYS S/MKTS CLAPHAM COMMO,-23.98,
21401643,17/09/2012,ZARA REGENT STREET LONDON,-49.99,
21401643,17/09/2012,ALFRESCO BRIGHTON BRIGHTON,-73.98,
21401643,17/09/2012,SELFSERVE TICKET SWTRAINS CLAP,-21.7,
